"Img","source","root","root_name","mark_type","position","diameter","angle","x","y","root_order","root_ontology","value"
"null","null","c8d14f8a-af9d-46a6-9fe0-18c8cc6fb99f","root_5","Length",6.49486,0,0,18.9301,22.1018,0,"Primary root","null"
"TRmock_PL6_DAT18.xml","TRmock_PL6_DAT18.xml","b1c67a1e-5893-46ca-be8d-502b4d0f4ad8","root_4","Origin",0,0,0,16.4253,31.2508,0,"Primary root","null"
"null","null","b1c67a1e-5893-46ca-be8d-502b4d0f4ad8","root_4","Length",6.94092,0,0,16.454,38.1712,0,"Primary root","null"
"TRmock_PL6_DAT18.xml","TRmock_PL6_DAT18.xml","803d3119-66ef-4c2f-adc3-0b4156c003b0","root_3","Origin",0,0,0,14.0125,29.5286,0,"Primary root","null"
"null","null","803d3119-66ef-4c2f-adc3-0b4156c003b0","root_3","Number",9.26548,0.126838,4.89498,12.5476,38.5911,0,"Primary root","1"
"null","null","803d3119-66ef-4c2f-adc3-0b4156c003b0","root_3","Number",8.60813,0.143571,4.75833,12.4968,37.9307,0,"Primary root","0"
"null","null","803d3119-66ef-4c2f-adc3-0b4156c003b0","root_3","Number",7.8881,0.152727,4.57882,12.5307,37.2195,0,"Primary root","-1"
"null","null","803d3119-66ef-4c2f-adc3-0b4156c003b0","root_3","Number",7.2971,0.150214,4.40525,12.6661,36.6437,0,"Primary root","-2"
"null","null","803d3119-66ef-4c2f-adc3-0b4156c003b0","root_3","Number",7.12111,0.14625,4.40525,12.7169,36.4744,0,"Primary root","-3"
"null","null","803d3119-66ef-4c2f-adc3-0b4156c003b0","root_3","Number",6.72992,0.145716,4.45827,12.8185,36.1019,0,"Primary root","-4"
"null","null","803d3119-66ef-4c2f-adc3-0b4156c003b0","root_3","Number",6.47663,0.151648,4.45827,12.8693,35.8479,0,"Primary root","-5"
"null","null","803d3119-66ef-4c2f-adc3-0b4156c003b0","root_3","Length",15.8742,0,0,12.301,45.172,0,"Primary root","null"
"TRmock_PL6_DAT18.xml","TRmock_PL6_DAT18.xml","33f138b6-fdea-4686-bfac-efabd6257a10","root_2","Origin",0,0,0,12.5733,30.3346,0,"Primary root","null"
"null","null","33f138b6-fdea-4686-bfac-efabd6257a10","root_2","Number",14.0882,0.119733,4.94841,11.2945,44.2129,0,"Primary root","1"
"null","null","33f138b6-fdea-4686-bfac-efabd6257a10","root_2","Number",13.8538,0.108404,5.00687,11.2437,43.9928,0,"Primary root","0"
"null","null","33f138b6-fdea-4686-bfac-efabd6257a10","root_2","Number",13.6416,0.115527,4.72455,11.1929,43.7896,0,"Primary root","-1"
"null","null","33f138b6-fdea-4686-bfac-efabd6257a10","root_2","Number",13.337,0.160201,4.68367,11.1929,43.4848,0,"Primary root","-2"
"null","null","33f138b6-fdea-4686-bfac-efabd6257a10","root_2","Number",13.0457,0.156469,4.67166,11.2099,43.1969,0,"Primary root","-3"
"null","null","33f138b6-fdea-4686-bfac-efabd6257a10","root_2","Number",12.1885,0.161014,4.77443,11.2268,42.3333,0,"Primary root","-4"
"null","null","33f138b6-fdea-4686-bfac-efabd6257a10","root_2","Number",11.522,0.165358,4.84073,11.1591,41.6729,0,"Primary root","-5"
"null","null","33f138b6-fdea-4686-bfac-efabd6257a10","root_2","Number",10.888,0.143928,4.77863,11.0913,41.0464,0,"Primary root","-6"
"null","null","33f138b6-fdea-4686-bfac-efabd6257a10","root_2","Number",10.4499,0.205461,4.49118,11.0913,40.6061,0,"Primary root","-7"
"null","null","33f138b6-fdea-4686-bfac-efabd6257a10","root_2","Number",10.2203,0.181593,4.49118,11.1421,40.386,0,"Primary root","-8"
"null","null","33f138b6-fdea-4686-bfac-efabd6257a10","root_2","Number",9.82222,0.164918,4.65512,11.1929,39.9965,0,"Primary root","-9"
"null","null","33f138b6-fdea-4686-bfac-efabd6257a10","root_2","Number",9.33991,0.168436,4.66811,11.2437,39.5055,0,"Primary root","-10"
"null","null","33f138b6-fdea-4686-bfac-efabd6257a10","root_2","Number",8.77763,0.160855,4.59048,11.2776,38.9467,0,"Primary root","-11"
"null","null","33f138b6-fdea-4686-bfac-efabd6257a10","root_2","Number",8.2772,0.1454,4.58991,11.3284,38.4556,0,"Primary root","-12"
"null","null","33f138b6-fdea-4686-bfac-efabd6257a10","root_2","Number",8.05532,0.135469,4.44884,11.3623,38.2355,0,"Primary root","-13"
"null","null","33f138b6-fdea-4686-bfac-efabd6257a10","root_2","Number",7.80482,0.135469,4.39135,11.43,37.9984,0,"Primary root","-14"
"null","null","33f138b6-fdea-4686-bfac-efabd6257a10","root_2","Number",7.08187,0.135469,4.7445,11.5316,37.2872,0,"Primary root","-15"
"null","null","33f138b6-fdea-4686-bfac-efabd6257a10","root_2","Number",6.75557,0.135469,4.70655,11.5655,36.9655,0,"Primary root","-16"
"null","null","33f138b6-fdea-4686-bfac-efabd6257a10","root_2","Number",6.46708,0.135469,4.84117,11.5655,36.6776,0,"Primary root","-17"
"null","null","33f138b6-fdea-4686-bfac-efabd6257a10","root_2","Number",5.97084,0.148674,4.3487,11.5485,36.1865,0,"Primary root","-18"
"null","null","33f138b6-fdea-4686-bfac-efabd6257a10","root_2","Length",19.8272,0,0,11.2834,49.8688,0,"Primary root","null"
"TRmock_PL6_DAT18.xml","TRmock_PL6_DAT18.xml","0bfb1a5e-7b2f-44a1-8ee3-bf2f74c989fc","root_1","Origin",0,0,0,10.5409,23.4058,0,"Primary root","null"
"null","null","0bfb1a5e-7b2f-44a1-8ee3-bf2f74c989fc","root_1","Length",4.84095,0,0,10.478,28.1894,0,"Primary root","null"
"TRmock_PL6_DAT18.xml","TRmock_PL6_DAT18.xml","12f6c7e1-51aa-4e5d-a2f8-be9ee5a18864","root_0","Origin",0,0,0,8.67068,22.6616,0,"Primary root","null"
"null","null","12f6c7e1-51aa-4e5d-a2f8-be9ee5a18864","root_0","Length",5.19757,0,0,8.4914,27.8113,0,"Primary root","null"
"TRmock_PL8_DAT18.xml","TRmock_PL8_DAT18.xml","74453f15-647b-40ac-b0f9-66425e236fcb","root_2","Origin",0,0,0,13.8756,24.0941,0,"Primary root","null"
"null","null","74453f15-647b-40ac-b0f9-66425e236fcb","root_2","Length",7.2521,0,0,14.0122,31.2895,0,"Primary root","null"
"TRmock_PL8_DAT18.xml","TRmock_PL8_DAT18.xml","0e444ab1-aadc-4205-a61f-e29c658a8754","root_1","Origin",0,0,0,16.2052,29.4898,0,"Primary root","null"
"null","null","0e444ab1-aadc-4205-a61f-e29c658a8754","root_1","Length",8.72013,0,0,16.2251,38.1413,0,"Primary root","null"
"TRmock_PL8_DAT18.xml","TRmock_PL8_DAT18.xml","c84a97f2-6d16-4879-ac5c-6c47636488b9","root_0","Origin",0,0,0,10.9347,38.6667,0,"Primary root","null"
"null","null","c84a97f2-6d16-4879-ac5c-6c47636488b9","root_0","Length",6.50123,0,0,10.9199,45.0154,0,"Primary root","null"
"TRmock_PL9_DAT18.xml","TRmock_PL9_DAT18.xml","63a5bdd3-99fe-49de-a6fa-bdd8971394fb","root_1","Origin",0,0,0,22.7629,18.6003,0,"Primary root","null"
"null","null","63a5bdd3-99fe-49de-a6fa-bdd8971394fb","root_1","Length",6.39586,0,0,22.4713,24.938,0,"Primary root","null"
"TRmock_PL9_DAT18.xml","TRmock_PL9_DAT18.xml","5cc63ccb-cac0-45a8-abe6-7526c28d78c2","root_0","Origin",0,0,0,12.5822,34.1192,0,"Primary root","null"
"null","null","5cc63ccb-cac0-45a8-abe6-7526c28d78c2","root_0","Number",8.69405,0.132809,4.64456,12.4121,42.7905,0,"Primary root","1"
"null","null","5cc63ccb-cac0-45a8-abe6-7526c28d78c2","root_0","Number",8.37076,0.139308,4.64456,12.4291,42.4688,0,"Primary root","0"
"null","null","5cc63ccb-cac0-45a8-abe6-7526c28d78c2","root_0","Number",7.91646,0.146602,4.74447,12.446,42.0116,0,"Primary root","-1"
"null","null","5cc63ccb-cac0-45a8-abe6-7526c28d78c2","root_0","Number",7.80625,0.142212,4.69578,12.446,41.91,0,"Primary root","-2"
"null","null","5cc63ccb-cac0-45a8-abe6-7526c28d78c2","root_0","Number",7.51955,0.134916,4.69578,12.446,41.6221,0,"Primary root","-3"
"null","null","5cc63ccb-cac0-45a8-abe6-7526c28d78c2","root_0","Number",7.31953,0.145645,4.72343,12.446,41.4189,0,"Primary root","-4"
"null","null","5cc63ccb-cac0-45a8-abe6-7526c28d78c2","root_0","Number",7.06499,0.160771,4.72343,12.446,41.1649,0,"Primary root","-5"
"null","null","5cc63ccb-cac0-45a8-abe6-7526c28d78c2","root_0","Number",6.96941,0.160869,4.74907,12.446,41.0633,0,"Primary root","-6"
"null","null","5cc63ccb-cac0-45a8-abe6-7526c28d78c2","root_0","Number",6.85096,0.160873,4.74907,12.4291,40.9448,0,"Primary root","-7"
"null","null","5cc63ccb-cac0-45a8-abe6-7526c28d78c2","root_0","Number",6.47052,0.163531,4.70862,12.4291,40.5723,0,"Primary root","-8"
"null","null","5cc63ccb-cac0-45a8-abe6-7526c28d78c2","root_0","Number",6.31809,0.160692,4.63003,12.446,40.4199,0,"Primary root","-9"
"null","null","5cc63ccb-cac0-45a8-abe6-7526c28d78c2","root_0","Number",5.95399,0.15397,4.64309,12.4629,40.0643,0,"Primary root","-10"
"null","null","5cc63ccb-cac0-45a8-abe6-7526c28d78c2","root_0","Number",5.68547,0.149972,4.63295,12.4968,39.7933,0,"Primary root","-11"
"null","null","5cc63ccb-cac0-45a8-abe6-7526c28d78c2","root_0","Number",5.52414,0.147164,4.63295,12.4968,39.624,0,"Primary root","-12"
"null","null","5cc63ccb-cac0-45a8-abe6-7526c28d78c2","root_0","Number",5.37789,0.149106,4.67414,12.5137,39.4885,0,"Primary root","-13"
"null","null","5cc63ccb-cac0-45a8-abe6-7526c28d78c2","root_0","Number",5.05251,0.148041,4.67414,12.5307,39.1499,0,"Primary root","-14"
"null","null","5cc63ccb-cac0-45a8-abe6-7526c28d78c2","root_0","Number",4.84201,0.145814,4.71583,12.5307,38.9467,0,"Primary root","-15"
"null","null","5cc63ccb-cac0-45a8-abe6-7526c28d78c2","root_0","Number",4.38461,0.152406,4.72911,12.5307,38.4895,0,"Primary root","-16"
"null","null","5cc63ccb-cac0-45a8-abe6-7526c28d78c2","root_0","Number",4.01341,0.152407,4.74256,12.5137,38.1169,0,"Primary root","-17"
"null","null","5cc63ccb-cac0-45a8-abe6-7526c28d78c2","root_0","Number",3.57194,0.147809,4.7323,12.5137,37.6767,0,"Primary root","-18"
"null","null","5cc63ccb-cac0-45a8-abe6-7526c28d78c2","root_0","Number",3.00942,0.152798,4.68694,12.5137,37.1179,0,"Primary root","-19"
"null","null","5cc63ccb-cac0-45a8-abe6-7526c28d78c2","root_0","Number",2.70644,0.15363,4.68694,12.5137,36.8131,0,"Primary root","-20"
"null","null","5cc63ccb-cac0-45a8-abe6-7526c28d78c2","root_0","Number",2.16991,0.159182,4.6742,12.5307,36.2712,0,"Primary root","-21"
"null","null","5cc63ccb-cac0-45a8-abe6-7526c28d78c2","root_0","Number",2.12184,0.15791,4.6742,12.5307,36.2204,0,"Primary root","-22"
"null","null","5cc63ccb-cac0-45a8-abe6-7526c28d78c2","root_0","Number",1.56894,0.152702,4.68847,12.5645,35.6785,0,"Primary root","-23"
"null","null","5cc63ccb-cac0-45a8-abe6-7526c28d78c2","root_0","Number",1.13318,0.150839,4.67275,12.5645,35.2383,0,"Primary root","-24"
"null","null","5cc63ccb-cac0-45a8-abe6-7526c28d78c2","root_0","Length",18.0012,0,0,12.6361,52.0765,0,"Primary root","null"
